,id,iata,icao,name,location,street_number,street,city,county,state,country_iso,country,postal_code,phone,latitude,longitude,uct,website
0,6995,SRA,SSZR,Santa Rosa Airport,"Santa Rosa, Rio Grande do Sul, Brazil",2200,Airport Boulevard,Santa Rosa,Sonoma County,California,US,United States,95403,+1 707-565-7240,38.50923,-122.813255,-420,http://www.sonomacountyairport.org/
0,2150,ERM,SSER,Erechim Airport,"Erechim, Rio Grande do Sul, Brazil",83,r Delmar Rigoni,,Erechim,Rio Grande do Sul,BR,Brazil,99700-000,+55 54 3522-8552,-27.659575,-52.276295,-180,
0,6484,ROS,SAAR,Rosario – Islas Malvinas International Airport,"Rosario, Santa Fe, Argentina",s/n,Avenida Jorge Newbery,Rosario,Rosario,Santa Fe,AR,Argentina,S2000,+54 341 451-3220,-32.916885,-60.78039,-180,http://aeropuertorosario.com/
0,3531,KAN,DNKN,Mallam Aminu Kano International Airport,"Kano, Nigeria",,Sani Abacha Way,Kano,,Kano,NG,Nigeria,,,12.04565,8.522076,60,http://www.faan.gov.ng/mallam-aminu-kano-international-airport/
0,5685,OST,EBOS,Ostend–Bruges International Airport,"Ostend / Bruges, Belgium",889,Nieuwpoortsesteenweg,Oostende,West-Vlaanderen,Vlaanderen,BE,Belgium,8400,+32 59 55 12 11,51.204193,2.8698127,120,http://www.luchthaven-oostendebrugge.com/
0,7053,STL,KSTL,Lambert–St. Louis International Airport,"St. Louis, Missouri, United States",10701,Lambert International Boulevard,St. Louis,St. Louis County,Missouri,US,United States,63145,+1 314-890-1333,38.751648,-90.37153,-300,http://www.flystl.com/
0,3020,HSV,KHSV,Huntsville International Airport (Carl T. Jones Field),"Huntsville, Alabama, United States",1000,Glenn Hearn Boulevard Southwest,Huntsville,Madison County,Alabama,US,United States,35824,+1 256-772-9395,34.64033,-86.77569,-300,http://www.hsvairport.org/
0,6045,POS,TTPP,Piarco International Airport,"Port of Spain, Trinidad and Tobago",,Golden Grove Road,Piarco,,Tunapuna/Piarco Regional Corporation,TT,Trinidad and Tobago,,+1 868-669-4880,10.597696,-61.339527,-240,http://www.tntairports.com/piarco/index.html
0,5771,PAN,VTSK,Pattani Airport,"Pattani, Thailand",,,Bo Thong,Nong Chik District,Pattani,TH,Thailand,94170,+66 73 341 301,6.7860346,101.15174,420,http://minisite.airports.go.th/pattani/
0,761,BJP,SBBP,Arthur Siqueira–Bragança Paulista State Airport,"Bragança Paulista, São Paulo, Brazil",1,Avenida São Francisco de Assis,,Bragança Paulista,São Paulo,BR,Brazil,12900-000,+55 11 4034-7616,-22.982595,-46.537125,-180,
0,2634,GNM,SNGI,Guanambi Airport,"Guanambi, Bahia, Brazil",1001,Avenida Um,,Guanambi,Bahia,BR,Brazil,46430-000,+55 77 3451-1854,-14.208975,-42.749092,-180,
0,425,AUA,TNCA,Queen Beatrix International Airport,"Aruba, Kingdom of the Netherlands",,,Oranjestad,,,AW,Aruba,,+297 524 2424,12.501594,-70.01199,-240,http://www.airportaruba.com/
0,6160,PUJ,MDPC,Punta Cana International Airport,"Punta Cana, Dominican Republic",,Carretera Aeropuerto,Punta Cana,,La Altagracia,DO,Dominican Republic,23000,+1 809-959-2376,18.562244,-68.368355,-240,http://www.puntacanainternationalairport.com/
0,3702,KIN,MKJP,Norman Manley International Airport,"Kingston, Jamaica",,,,,Kingston Parish,JM,Jamaica,,+1 876-924-8452,17.937174,-76.778305,-300,http://www.nmia.aero/
0,4689,MID,MMMD,Manuel Crescencio Rejón International Airport,"Mérida, Yucatán, Mexico",,,Mérida,,Yucatan,MX,Mexico,97291,+52 999 940 6090,20.933842,-89.660446,-300,http://www.asur.com.mx/
0,7493,TNA,ZSJN,Jinan Yaoqiang International Airport,"Jinan, Shandong, China",1,机场路,Jinan Shi,,Shandong Sheng,CN,China,,+86 531 96888,36.8572,117.216,480,http://www.jnairport.com/
0,6992,SQX,SSOE,Hélio Wasum Airport,"São Miguel do Oeste, Santa Catarina, Brazil",,,,São Miguel do Oeste,State of Santa Catarina,BR,Brazil,89900-000,,-26.778214,-53.50558,-180,
0,1149,CAN,ZGGG,Guangzhou Baiyun International Airport,"Guangzhou, Guangdong, China",,,Guangzhou,,Guangdong,CN,China,,+86 20 3606 6999,23.395908,113.30797,480,http://www.baiyunairport.com/
0,1255,CFC,SBCD,Caçador Airport,"Caçador, Santa Catarina, Brazil",s/n,Rodovia Avelino Mandeli,,Caçador,Santa Catarina,BR,Brazil,89500-000,,-26.790958,-50.94152,-180,
0,334,APU,SSAP,Apucarana Airport,"Apucarana, Paraná, Brazil",,,,Apucarana,Paraná,BR,Brazil,,,-23.608887,-51.38369,-180,
0,4718,MJI,HLLM,Mitiga International Airport,"Tripoli, Libya",,,Tripoli,,Tripoli District,LY,Libya,,,32.893585,13.275945,120,https://www.facebook.com/MitigaAirport/
0,757,BJL,GBYD,Banjul International Airport,"Banjul, Gambia",,,Yundum,Kombo North,West Coast Region,GM,The Gambia,,+220 447 3000,13.34406,-16.6522,0,http://www.banjulairport.com/
0,2090,EMA,EGNX,East Midlands Airport,"Nottingham / Leicester / Derby, England, United Kingdom",,,Castle Donington,Leicestershire,England,GB,United Kingdom,DE74 2SA,+44 808 169 7032,52.829372,-1.332134,60,http://www.eastmidlandsairport.com/
0,442,AUS,KAUS,Austin–Bergstrom International Airport,"Austin, Texas, United States",3600,Presidential Boulevard,Austin,Travis County,Texas,US,United States,78719,+1 512-530-2242,30.197472,-97.66635,-300,http://www.austintexas.gov/airport/
0,8874,ZAZ,LEZG,Zaragoza Airport,"Zaragoza, Aragon, Spain",s/n,Ctra. Aeropuerto,Zaragoza,Zaragoza,Aragón,ES,Spain,50190,+34 976 71 23 00,41.661293,-1.0442499,120,http://www.aena.es/es/aeropuerto-zaragoza/index.html
0,7638,TUC,SANT,Teniente General Benjamín Matienzo International Airport,"San Miguel de Tucumán, Tucumán, Argentina",,Delfin Gallo,San Miguel de Tucumán,Cruz Alta,Tucumán,AR,Argentina,T4117,+54 381 426-5072,-26.835888,-65.10836,-180,http://www.aa2000.com.ar/tucuman
0,6596,SAL,MSLP,Monseñor Óscar Arnulfo Romero International Airport,"San Salvador, El Salvador",,RN-5,San Salvador,,La Paz,SV,El Salvador,,+503 2349 9455,13.445138,-89.05704,-360,
0,1309,CHR,LFLX,"Châteauroux-Centre ""Marcel Dassault"" Airport","Châteauroux, Centre-Val de Loire, France",,,,Indre,Centre-Val de Loire,FR,France,36130,+33 2 54 60 53 53,46.858067,1.722812,120,http://www.chateauroux-airport.com/
0,4585,MDZ,SAME,Gov. Francisco Gabrielli International Airport (El Plumerillo),"Mendoza, Mendoza, Argentina",,,,,,,,,,0,0,0,
0,1561,CTP,SNCP,Carutapera Airport,"Carutapera, Maranhão, Brazil",,,,,,,,,,0,0,0,
0,5836,PDP,SULS,Capitán de Corbeta Carlos A. Curbelo International Airport,"Punta del Este, Uruguay",,Ruta 113,Maldonado,,Departamento de Maldonado,UY,Uruguay,20100,+598 4255 9777,-34.86112,-55.098217,-180,http://www.puntadeleste.aero/
0,4983,MTY,MMMY,General Mariano Escobedo International Airport,"Monterrey, Nuevo León, Mexico",,Carretera Miguel Alemán km 24,,,Nuevo León,MX,Mexico,66600,+52 81 8288 7700,25.777819,-100.10799,-300,http://www.oma.aero/es/aeropuertos/monterrey/
0,583,BCN,LEBL,Barcelona–El Prat Airport,"Barcelona, Catalonia, Spain",,,El Prat de Llobregat,Barcelona,Catalonia,ES,Spain,8820,+34 902 40 47 04,41.297443,2.0832942,120,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Barcelona
0,718,BHX,EGBB,Birmingham Airport,"Birmingham, England, United Kingdom",,,,West Midlands,England,GB,United Kingdom,B26 3QJ,+44 871 222 0072,52.45238,-1.7435071,60,http://www.birminghamairport.co.uk/
0,128,AGA,GMAD,Agadir–Al Massira Airport,"Agadir, Morocco",,,Agadir Al Massira,إنزكان-أيت ملول,جهة سوس ماسة,MA,Morocco,80000,+212 5288-39152,30.327028,-9.4128895,60,http://www.agadir-airport.com/
0,6759,SHJ,OMSJ,Sharjah International Airport,"Sharjah, United Arab Emirates",,,Sharjah,,Sharjah,AE,United Arab Emirates,,+971 6 558 1111,25.328436,55.512257,240,http://www.sharjahairport.ae/
0,8551,YHM,CYHM,John C. Munro Hamilton International Airport,"Hamilton, Ontario, Canada",9300,Airport Road,Hamilton,Hamilton Division,Ontario,CA,Canada,L0R 1W0,+1 905-679-1999,43.17167,-79.927666,-240,http://flyhamilton.ca/
0,3455,JNB,FAOR,O. R. Tambo International Airport,"Johannesburg, South Africa",1,Jones Road,Johannesburg,East Rand,Gauteng,ZA,South Africa,1632,+27 11 921 6262,-26.136673,28.241146,120,http://www.acsa.co.za/airports/or-tambo-international
0,8291,WUH,ZHHH,Wuhan Tianhe International Airport,"Wuhan, Hubei, China",,,Wuhan,,Hubei,CN,China,,+86 27 96577,30.776617,114.21245,480,
0,2500,GDL,MMGL,Guadalajara International Airport (Miguel Hidalgo y Costilla Int'l),"Guadalajara, Jalisco, Mexico",,Carr. Guadalajara Chapala Km 17.5,,,Jalisco,MX,Mexico,45659,+52 33 3688 5248,20.525955,-103.307625,-300,http://www.aeropuertosgap.com.mx/es/guadalajara
0,7651,TUR,SBTU,Tucuruí Airport,"Tucuruí, Pará, Brazil",s/n,"Estrada do Aeroporto, Km 5",,Tucuruí,Pará,BR,Brazil,68458-970,+55 94 3787-2522,-3.78601,-49.7203,-180,http://www.aerolisos.com.br/encontros/tucurui-2013/_tucurui-2013.htm
0,7717,UAQ,SANU,Domingo Faustino Sarmiento Airport,"San Juan, San Juan, Argentina",Km 12,Ruta Nacional 20,• San Juan,9 de Julio,San Juan,AR,Argentina,,+54 264 425-4133,-31.571814,-68.42257,-180,http://www.aa2000.com.ar/aeropuertos.aspx?qId=AA2000&qA=UAQ
0,4870,MPM,FQMA,Maputo International Airport,"Maputo, Mozambique",3267,Avenida Acordos De Lusaka,2631 Maputo,,Maputo,MZ,Mozambique,,+258 21 466 846,-25.92372,32.574867,120,http://www.aeroportos.co.mz/
0,7913,VAG,SBVG,Major Brigadeiro Trompowsky Airport,"Varginha, Minas Gerais, Brazil",,Avenida José Ribeiro Tristão,,Varginha,Minas Gerais,BR,Brazil,37077,+55 35 3690-2264,-21.588762,-45.47623,-180,http://www.aeroportosdobrasil.com.br/minas_gerais_mg/varginha_mg/aeroporto_varginha_mg.php
0,5365,NRT,RJAA,Narita International Airport,"Tokyo, Honshu, Japan",,,Narita,,Chiba-ken,JP,Japan,282-0004,+81 476-34-8000,35.771988,140.39285,540,http://www.narita-airport.jp/jp/index.html
0,510,AZA,KIWA,Phoenix–Mesa Gateway Airport (FAA: IWA),"Phoenix, Arizona, United States",6033,South Sossaman Road,Mesa,Maricopa County,Arizona,US,United States,85212,+1 480-988-7600,33.306534,-111.66255,-420,http://www.gatewayairport.com/
0,628,BEG,LYBE,Belgrade Nikola Tesla Airport,"Belgrade, Serbia",,,Beograd,Grad Beograd,,RS,Serbia,11180,+381 11 2094444,44.8205,20.29169,120,http://www.beg.aero/
0,280,ANF,SCFA,Cerro Moreno International Airport,"Antofagasta, Chile",,,Antofagasta,Antofagasta,Región de Antofagasta,CL,Chile,,+56 55 225 4998,-23.448818,-70.440865,-180,http://www.aeropuertoantofagasta.cl/
0,7331,TFS,GCTS,Tenerife–South Airport (Reina Sofia Airport),"Tenerife, Canary Islands, Spain",,,,Santa Cruz de Tenerife,Canary Islands,ES,Spain,38610,+34 913 21 10 00,28.046757,-16.57253,60,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Tenerife-Sur/en/
0,1600,CVG,KCVG,Cincinnati/Northern Kentucky International Airport,"Hebron (near Cincinnati/OH), Kentucky, United States",3087,Terminal Drive,Hebron,Boone County,Kentucky,US,United States,41048,+1 859-767-3151,39.053276,-84.66302,-240,http://www.cvgairport.com/
0,1427,CND,LRCK,Mihail Kogălniceanu International Airport,"Constanța, Romania",,Strada Tudor Vladimirescu,,Comuna Mihail Kogălniceanu,Județul Constanța,RO,Romania,907195,+40 241 255 100,44.35013,28.481815,180,http://www.mk-airport.ro/
0,2298,FIH,FZAA,N'djili Airport (Kinshasa Int'l Airport),"Kinshasa, Democratic Republic of the Congo",,,Kinshasa,Mont Amba,Kinshasa,CD,Democratic Republic of the Congo,,,-4.404734,15.377524,60,
0,337,APX,SSOG,Arapongas Airport,"Arapongas, Paraná, Brazil",217,PR-218,,Sabáudia,Paraná,BR,Brazil,86720-000,+55 43 3274-9122,-23.352522,-51.491943,-180,
